name,owner,repo_name,stars,created_at,updated_at,primary_language,releases,open_issues,closed_issues,closed_issues_ratio,merged_pull_requests,age_years,days_since_update
lm-sys/FastChat,lm-sys,FastChat,39017,2023-03-19T00:18:02Z,2025-08-22T08:26:59Z,Python,14,834,1066,0.56,849,2.43,0
Dogfalo/materialize,Dogfalo,materialize,38962,2014-09-12T19:35:38Z,2025-08-21T21:14:39Z,JavaScript,41,623,4599,0.88,449,10.94,0
pingcap/tidb,pingcap,tidb,38911,2015-09-06T04:01:52Z,2025-08-22T14:53:43Z,Go,210,4045,17255,0.81,33106,9.96,0
jgm/pandoc,jgm,pandoc,38883,2010-03-20T20:34:23Z,2025-08-22T15:10:03Z,Haskell,147,969,7018,0.88,1684,15.42,0
vim/vim,vim,vim,38812,2015-08-18T21:03:56Z,2025-08-22T16:48:19Z,Vim Script,0,1516,7408,0.83,440,10.01,0
go-gorm/gorm,go-gorm,gorm,38739,2013-10-25T08:31:38Z,2025-08-22T14:44:03Z,Go,5,456,5548,0.92,753,11.82,0
tmux/tmux,tmux,tmux,38628,2015-06-03T23:32:55Z,2025-08-22T17:09:44Z,C,37,55,3662,0.99,1,10.22,0
curl/curl,curl,curl,38617,2010-03-18T22:32:22Z,2025-08-22T17:11:50Z,C,91,10,5144,1.0,198,15.43,0
mem0ai/mem0,mem0ai,mem0,38617,2023-06-20T08:58:36Z,2025-08-22T17:16:24Z,Python,265,350,744,0.68,1668,2.17,0
ray-project/ray,ray-project,ray,38595,2016-10-25T19:38:30Z,2025-08-22T16:45:02Z,Python,108,2705,18223,0.87,27157,8.82,0
remoteintech/remote-jobs,remoteintech,remote-jobs,38583,2015-10-13T03:49:25Z,2025-08-22T16:24:40Z,JavaScript,0,22,168,0.88,1283,9.86,0
zhayujie/chatgpt-on-wechat,zhayujie,chatgpt-on-wechat,38569,2022-08-07T08:33:41Z,2025-08-22T13:20:28Z,Python,63,300,1699,0.85,261,3.04,0
aria2/aria2,aria2,aria2,38527,2010-11-27T09:41:48Z,2025-08-22T16:01:59Z,C++,24,1067,824,0.44,253,14.74,0
google/styleguide,google,styleguide,38434,2015-05-20T19:18:59Z,2025-08-22T13:36:04Z,HTML,0,116,239,0.67,194,10.26,0
DIYgod/RSSHub,DIYgod,RSSHub,38404,2018-04-02T14:43:21Z,2025-08-22T15:39:39Z,TypeScript,0,353,5742,0.94,11065,7.39,0
suno-ai/bark,suno-ai,bark,38399,2023-04-07T19:34:48Z,2025-08-22T12:17:30Z,Jupyter Notebook,0,230,239,0.51,19,2.37,0
saadeghi/daisyui,saadeghi,daisyui,38388,2020-11-28T22:57:27Z,2025-08-22T13:29:49Z,Svelte,100,46,1927,0.98,426,4.73,0
QuivrHQ/quivr,QuivrHQ,quivr,38323,2023-05-12T23:53:30Z,2025-08-22T14:59:21Z,Python,354,2,1533,1.0,1819,2.28,0
phaserjs/phaser,phaserjs,phaser,38292,2013-04-12T12:27:51Z,2025-08-22T17:18:58Z,JavaScript,172,79,4474,0.98,1729,12.36,0
trpc/trpc,trpc,trpc,38281,2020-07-18T01:17:11Z,2025-08-22T15:02:45Z,TypeScript,218,144,1139,0.89,3711,5.1,0
makeplane/plane,makeplane,plane,38249,2022-11-19T12:55:01Z,2025-08-22T17:05:51Z,TypeScript,48,446,870,0.66,5593,2.76,0
files-community/Files,files-community,Files,38237,2019-01-04T18:19:14Z,2025-08-22T17:04:03Z,C#,123,497,10107,0.95,5337,6.63,0
photoprism/photoprism,photoprism,photoprism,38164,2018-01-27T12:00:15Z,2025-08-22T16:12:46Z,Go,78,424,1957,0.82,812,7.57,0
logseq/logseq,logseq,logseq,38118,2020-05-23T00:06:06Z,2025-08-22T15:23:07Z,Clojure,150,1223,6695,0.85,3066,5.25,0
PhilJay/MPAndroidChart,PhilJay,MPAndroidChart,38090,2014-04-25T14:29:47Z,2025-08-22T12:21:48Z,Java,44,2065,2899,0.58,191,11.33,0
freefq/free,freefq,free,38074,2020-06-07T02:48:33Z,2025-08-22T16:36:13Z,Unknown,0,533,216,0.29,0,5.21,0
impress/impress.js,impress,impress.js,38041,2011-12-28T22:23:19Z,2025-08-22T16:57:54Z,JavaScript,15,52,431,0.89,120,13.65,0
google/leveldb,google,leveldb,38029,2014-08-27T21:17:52Z,2025-08-22T16:52:39Z,C++,21,240,537,0.69,64,10.98,0
koalaman/shellcheck,koalaman,shellcheck,37962,2012-11-17T03:15:11Z,2025-08-22T17:09:49Z,Haskell,30,1131,1718,0.6,306,12.76,0
preactjs/preact,preactjs,preact,37891,2015-09-11T02:40:18Z,2025-08-22T12:52:17Z,JavaScript,231,55,1838,0.97,1920,9.95,0
appsmithorg/appsmith,appsmithorg,appsmith,37754,2020-06-30T04:07:36Z,2025-08-22T14:06:25Z,TypeScript,290,4343,19229,0.82,13948,5.14,0
ccxt/ccxt,ccxt,ccxt,37721,2017-05-14T15:41:56Z,2025-08-22T16:13:30Z,Python,173,819,10097,0.92,13372,8.27,0
calcom/cal.com,calcom,cal.com,37670,2021-03-22T13:47:42Z,2025-08-22T17:13:47Z,TypeScript,511,1142,6959,0.86,10532,4.42,0
novuhq/novu,novuhq,novu,37636,2021-08-26T15:22:44Z,2025-08-22T14:21:09Z,TypeScript,50,222,1398,0.86,6013,3.99,0
goabstract/Awesome-Design-Tools,goabstract,Awesome-Design-Tools,37630,2019-02-12T13:55:30Z,2025-08-22T16:57:48Z,JavaScript,0,19,25,0.57,283,6.52,0
2noise/ChatTTS,2noise,ChatTTS,37599,2024-05-27T18:26:49Z,2025-08-22T15:07:07Z,Python,6,69,587,0.89,214,1.23,0
gto76/python-cheatsheet,gto76,python-cheatsheet,37584,2018-01-25T04:16:53Z,2025-08-22T11:44:52Z,Python,0,5,60,0.92,14,7.57,0
karanpratapsingh/system-design,karanpratapsingh,system-design,37539,2022-08-15T18:59:54Z,2025-08-22T14:30:42Z,Unknown,0,1,21,0.95,11,3.02,0
FreeCodeCampChina/freecodecamp.cn,FreeCodeCampChina,freecodecamp.cn,37458,2016-09-30T03:13:43Z,2025-08-22T11:47:35Z,CSS,0,141,445,0.76,55,8.89,0
LAION-AI/Open-Assistant,LAION-AI,Open-Assistant,37455,2022-12-13T05:24:17Z,2025-08-22T15:49:53Z,Python,127,228,1417,0.86,1614,2.69,0
gofiber/fiber,gofiber,fiber,37441,2020-01-16T03:59:20Z,2025-08-22T17:19:56Z,Go,127,78,1492,0.95,1807,5.6,0
cloudcommunity/Free-Certifications,cloudcommunity,Free-Certifications,37431,2020-07-31T10:26:19Z,2025-08-22T16:45:11Z,Unknown,0,37,69,0.65,114,5.06,0
ant-design/ant-design-pro,ant-design,ant-design-pro,37430,2017-08-25T10:40:44Z,2025-08-22T16:08:04Z,TypeScript,26,153,9601,0.98,1008,7.99,0
menloresearch/jan,menloresearch,jan,37352,2023-08-17T02:17:10Z,2025-08-22T16:53:29Z,TypeScript,87,134,2718,0.95,2679,2.02,0
eugenp/tutorials,eugenp,tutorials,37235,2013-04-29T18:26:36Z,2025-08-22T13:34:05Z,Java,0,17,772,0.98,13368,12.31,0
DataExpert-io/data-engineer-handbook,DataExpert-io,data-engineer-handbook,37231,2023-11-19T19:47:41Z,2025-08-22T17:17:05Z,Jupyter Notebook,0,13,64,0.83,171,1.75,0
lapce/lapce,lapce,lapce,37197,2018-02-06T08:41:06Z,2025-08-22T14:05:33Z,Rust,32,800,1177,0.6,1171,7.54,0
istio/istio,istio,istio,37175,2016-11-18T23:57:21Z,2025-08-22T16:37:48Z,Go,393,467,20692,0.98,28440,8.76,0
payloadcms/payload,payloadcms,payload,37065,2021-01-05T18:49:45Z,2025-08-22T16:54:05Z,TypeScript,522,378,3362,0.9,5825,4.62,0
fastapi/full-stack-fastapi-template,fastapi,full-stack-fastapi-template,37065,2019-02-23T15:08:34Z,2025-08-22T16:53:30Z,TypeScript,10,170,260,0.6,411,6.49,0
naptha/tesseract.js,naptha,tesseract.js,37058,2015-06-24T02:49:52Z,2025-08-22T14:48:42Z,JavaScript,56,31,695,0.96,195,10.16,0
freeCodeCamp/devdocs,freeCodeCamp,devdocs,37038,2013-10-24T18:16:07Z,2025-08-22T17:14:43Z,Ruby,0,191,1039,0.84,926,11.82,0
dockur/windows,dockur,windows,37010,2024-01-14T13:09:40Z,2025-08-22T17:12:09Z,Shell,104,96,738,0.88,411,1.6,0
TencentARC/GFPGAN,TencentARC,GFPGAN,37006,2021-03-19T06:18:20Z,2025-08-22T11:45:58Z,Python,8,365,134,0.27,14,4.43,0
dotnet/aspnetcore,dotnet,aspnetcore,36998,2014-03-11T06:09:42Z,2025-08-22T16:07:16Z,C#,258,3556,34051,0.91,17772,11.45,0
0voice/interview_internal_reference,0voice,interview_internal_reference,36976,2019-06-10T06:54:19Z,2025-08-21T07:46:20Z,Python,0,30,19,0.39,35,6.2,1
Kong/insomnia,Kong,insomnia,36965,2016-04-23T03:54:26Z,2025-08-22T17:14:46Z,TypeScript,525,682,3195,0.82,3354,9.33,0
inkonchain/docs,inkonchain,docs,36929,2024-05-07T16:49:36Z,2025-08-22T11:39:57Z,MDX,0,20,13,0.39,393,1.29,0
denysdovhan/wtfjs,denysdovhan,wtfjs,36917,2017-07-14T15:42:12Z,2025-08-22T15:11:34Z,JavaScript,25,22,95,0.81,125,8.11,0
inkonchain/node,inkonchain,node,36891,2024-05-13T23:20:40Z,2025-08-22T11:39:23Z,Shell,6,11,13,0.54,35,1.27,0
Aider-AI/aider,Aider-AI,aider,36871,2023-05-09T18:57:49Z,2025-08-22T17:14:55Z,Python,93,1000,2693,0.73,263,2.29,0
NervJS/taro,NervJS,taro,36837,2018-04-08T09:32:26Z,2025-08-22T08:54:41Z,TypeScript,200,1529,11014,0.88,3392,7.37,0
inkonchain/ink-kit,inkonchain,ink-kit,36798,2024-11-04T16:32:17Z,2025-08-22T11:39:42Z,TypeScript,0,1,3,0.75,90,0.8,0
siyuan-note/siyuan,siyuan-note,siyuan,36754,2020-08-30T09:21:35Z,2025-08-22T16:09:39Z,TypeScript,812,408,14513,0.97,481,4.98,0
google/googletest,google,googletest,36750,2015-07-28T15:07:53Z,2025-08-22T17:16:43Z,C++,11,344,1979,0.85,813,10.07,0
facebookresearch/faiss,facebookresearch,faiss,36729,2017-02-07T16:07:05Z,2025-08-22T13:13:22Z,C++,20,232,2442,0.91,137,8.54,0
milvus-io/milvus,milvus-io,milvus,36728,2019-09-16T06:43:43Z,2025-08-22T15:51:51Z,Go,129,583,13470,0.96,22790,5.93,0
exacity/deeplearningbook-chinese,exacity,deeplearningbook-chinese,36684,2016-12-07T11:46:51Z,2025-08-22T10:13:49Z,TeX,7,64,139,0.68,16,8.71,0
huihut/interview,huihut,interview,36647,2018-02-09T09:49:48Z,2025-08-22T16:05:53Z,C++,0,1,65,0.98,35,7.53,0
vlang/v,vlang,v,36641,2019-02-08T02:57:06Z,2025-08-22T17:07:47Z,V,274,1091,8596,0.89,12268,6.54,0
alibaba/arthas,alibaba,arthas,36635,2018-08-29T17:15:57Z,2025-08-22T12:11:52Z,Java,59,372,1722,0.82,540,6.98,0
halo-dev/halo,halo-dev,halo,36630,2018-03-21T12:56:52Z,2025-08-22T16:19:05Z,Java,226,293,4028,0.93,2615,7.42,0
AobingJava/JavaFamily,AobingJava,JavaFamily,36600,2019-11-12T04:26:18Z,2025-08-21T14:00:55Z,Unknown,0,5,60,0.92,2,5.78,1
satwikkansal/wtfpython,satwikkansal,wtfpython,36578,2017-08-28T20:22:19Z,2025-08-22T16:42:10Z,Python,2,65,157,0.71,113,7.98,0
babysor/MockingBird,babysor,MockingBird,36566,2021-08-07T03:53:39Z,2025-08-22T12:44:37Z,Python,1,476,412,0.46,80,4.04,0
docling-project/docling,docling-project,docling,36531,2024-07-09T07:50:26Z,2025-08-22T16:30:49Z,Python,117,485,621,0.56,520,1.12,0
httpie/cli,httpie,cli,36411,2012-02-25T12:39:13Z,2025-08-22T15:25:16Z,Python,47,180,722,0.8,406,13.49,0
openai/gym,openai,gym,36406,2016-04-27T14:59:16Z,2025-08-22T11:41:40Z,Python,19,112,1726,0.94,998,9.32,0
ToolJet/ToolJet,ToolJet,ToolJet,36363,2021-03-30T08:51:34Z,2025-08-22T16:05:34Z,JavaScript,322,633,4369,0.87,6676,4.4,0
usebruno/bruno,usebruno,bruno,36349,2022-09-27T20:51:45Z,2025-08-22T16:42:26Z,JavaScript,140,1201,1851,0.61,1267,2.9,0
chatboxai/chatbox,chatboxai,chatbox,36326,2023-03-06T12:22:15Z,2025-08-22T15:33:03Z,TypeScript,47,824,1450,0.64,71,2.46,0
zbezj/HEU_KMS_Activator,zbezj,HEU_KMS_Activator,36308,2019-06-23T00:49:35Z,2025-08-22T17:08:18Z,Unknown,48,154,28,0.15,0,6.17,0
hiroi-sora/Umi-OCR,hiroi-sora,Umi-OCR,36231,2022-03-28T04:01:46Z,2025-08-22T16:31:33Z,Python,31,270,512,0.65,56,3.4,0
google-research/google-research,google-research,google-research,36220,2018-10-04T18:42:48Z,2025-08-22T16:40:45Z,Jupyter Notebook,0,1061,343,0.24,29,6.88,0
rapid7/metasploit-framework,rapid7,metasploit-framework,36206,2011-08-30T06:13:20Z,2025-08-22T16:39:01Z,Ruby,0,437,5843,0.93,11346,13.98,0
open-guides/og-aws,open-guides,og-aws,36199,2016-07-13T17:30:16Z,2025-08-21T23:22:16Z,Shell,0,140,87,0.38,498,9.11,0
nushell/nushell,nushell,nushell,36150,2019-05-10T16:59:42Z,2025-08-22T13:33:47Z,Rust,111,1477,5155,0.78,7902,6.29,0
NanmiCoder/MediaCrawler,NanmiCoder,MediaCrawler,36107,2023-06-09T12:14:34Z,2025-08-22T17:10:20Z,Python,0,99,392,0.8,101,2.2,0
opentofu/manifesto,opentofu,manifesto,36083,2023-08-13T16:17:24Z,2025-08-22T08:37:07Z,HTML,0,12,14,0.54,765,2.03,0
date-fns/date-fns,date-fns,date-fns,36050,2014-10-06T10:24:22Z,2025-08-22T06:55:23Z,TypeScript,122,630,1367,0.68,1068,10.88,0
shadowsocks/shadowsocks-android,shadowsocks,shadowsocks-android,36024,2012-12-16T13:40:29Z,2025-08-22T16:33:39Z,Kotlin,185,48,2457,0.98,256,12.68,0
lerna/lerna,lerna,lerna,36008,2015-12-04T09:36:55Z,2025-08-22T03:07:56Z,TypeScript,244,398,2277,0.85,997,9.72,0
docker/compose,docker,compose,36006,2013-12-09T11:40:58Z,2025-08-22T16:36:14Z,Go,263,79,8038,0.99,3541,11.7,0
crewAIInc/crewAI,crewAIInc,crewAI,36000,2023-10-27T03:26:59Z,2025-08-22T17:03:47Z,Python,99,48,1439,0.97,936,1.82,0
chatchat-space/Langchain-Chatchat,chatchat-space,Langchain-Chatchat,35939,2023-03-31T12:12:45Z,2025-08-22T17:11:54Z,TypeScript,31,107,4079,0.97,615,2.4,0
XingangPan/DragGAN,XingangPan,DragGAN,35912,2023-05-18T10:08:02Z,2025-08-22T17:17:21Z,Python,0,145,46,0.24,18,2.26,0
openai/codex,openai,codex,35911,2025-04-13T05:37:54Z,2025-08-22T17:19:56Z,Rust,84,296,659,0.69,921,0.36,0
SheetJS/sheetjs,SheetJS,sheetjs,35875,2012-12-03T19:25:52Z,2025-08-22T16:21:15Z,Unknown,0,119,2267,0.95,106,12.71,0
formulahendry/955.WLB,formulahendry,955.WLB,35852,2019-03-27T23:53:37Z,2025-08-22T14:03:09Z,Unknown,0,181,82,0.31,18,6.4,0
imputnet/cobalt,imputnet,cobalt,35779,2022-07-08T18:12:55Z,2025-08-22T17:13:31Z,Svelte,0,163,776,0.83,243,3.12,0
geekxh/hello-algorithm,geekxh,hello-algorithm,35755,2020-05-29T05:47:09Z,2025-08-22T11:41:47Z,Java,0,11,33,0.75,26,5.23,0
typeorm/typeorm,typeorm,typeorm,35692,2016-02-29T07:41:14Z,2025-08-22T15:43:05Z,TypeScript,38,2344,6058,0.72,2176,9.48,0
carbon-app/carbon,carbon-app,carbon,35636,2017-06-16T02:50:28Z,2025-08-22T15:07:56Z,JavaScript,215,59,627,0.91,668,8.18,0
HeyPuter/puter,HeyPuter,puter,35613,2024-03-03T01:44:32Z,2025-08-22T16:07:23Z,JavaScript,8,176,519,0.75,590,1.47,0
koajs/koa,koajs,koa,35602,2013-07-20T18:53:45Z,2025-08-22T07:32:52Z,JavaScript,9,17,909,0.98,522,12.09,0
hankcs/HanLP,hankcs,HanLP,35538,2014-10-09T06:36:16Z,2025-08-22T16:00:03Z,Python,62,8,1421,0.99,79,10.87,0
alvarotrigo/fullPage.js,alvarotrigo,fullPage.js,35463,2013-09-20T11:58:29Z,2025-08-22T07:02:14Z,JavaScript,105,132,3999,0.97,320,11.92,0
airbnb/lottie-android,airbnb,lottie-android,35455,2016-10-06T22:42:42Z,2025-08-22T16:51:02Z,Java,59,34,1744,0.98,713,8.87,0
kilimchoi/engineering-blogs,kilimchoi,engineering-blogs,35423,2015-06-13T18:25:17Z,2025-08-22T17:12:30Z,Ruby,0,23,74,0.76,681,10.19,0
PKUanonym/REKCARC-TSC-UHT,PKUanonym,REKCARC-TSC-UHT,35404,2019-04-05T03:31:23Z,2025-08-22T12:42:38Z,HTML,0,2,30,0.94,171,6.38,0
zen-browser/desktop,zen-browser,desktop,35386,2024-03-28T00:05:55Z,2025-08-22T16:57:17Z,C++,115,382,6534,0.94,480,1.4,0
markedjs/marked,markedjs,marked,35383,2011-07-24T13:15:51Z,2025-08-22T14:01:08Z,TypeScript,156,12,1592,0.99,1554,14.08,0
mindsdb/mindsdb,mindsdb,mindsdb,35377,2018-08-02T17:56:45Z,2025-08-22T17:20:33Z,Python,311,46,4258,0.99,5370,7.06,0
jondot/awesome-react-native,jondot,awesome-react-native,35326,2015-03-26T19:58:06Z,2025-08-22T15:38:19Z,JavaScript,0,38,35,0.48,912,10.41,0
nativefier/nativefier,nativefier,nativefier,35283,2015-07-05T05:56:42Z,2025-08-22T10:31:35Z,TypeScript,99,255,982,0.79,261,10.13,0
spacedriveapp/spacedrive,spacedriveapp,spacedrive,35265,2021-09-27T05:09:04Z,2025-08-22T14:14:59Z,TypeScript,26,119,388,0.77,1881,3.9,0
junegunn/vim-plug,junegunn,vim-plug,35156,2013-09-10T14:58:51Z,2025-08-22T14:14:23Z,Vim Script,8,71,966,0.93,177,11.95,0
sqlmapproject/sqlmap,sqlmapproject,sqlmap,35107,2012-06-26T09:52:15Z,2025-08-22T14:06:24Z,Python,10,48,5296,0.99,173,13.16,0
huggingface/pytorch-image-models,huggingface,pytorch-image-models,35092,2019-02-02T05:51:12Z,2025-08-22T15:34:45Z,Python,69,51,947,0.95,479,6.55,0
twentyhq/twenty,twentyhq,twenty,35065,2022-12-01T13:04:40Z,2025-08-22T16:55:20Z,TypeScript,46,187,5021,0.96,7212,2.72,0
sahat/hackathon-starter,sahat,hackathon-starter,35053,2013-11-13T17:24:12Z,2025-08-21T23:22:19Z,JavaScript,17,10,670,0.99,347,11.77,0
alebcay/awesome-shell,alebcay,awesome-shell,35022,2014-07-07T01:57:42Z,2025-08-22T16:45:47Z,Unknown,0,39,23,0.37,307,11.13,0
unknwon/the-way-to-go_ZH_CN,unknwon,the-way-to-go_ZH_CN,35017,2013-03-24T17:18:38Z,2025-08-22T15:55:54Z,Go,0,0,0,0.0,592,12.41,0
pola-rs/polars,pola-rs,polars,34999,2020-05-13T19:45:33Z,2025-08-22T15:54:27Z,Rust,226,2575,8722,0.77,11480,5.27,0
bumptech/glide,bumptech,glide,34942,2013-07-08T22:52:33Z,2025-08-22T16:23:44Z,Java,47,562,3920,0.87,571,12.12,0
TeamNewPipe/NewPipe,TeamNewPipe,NewPipe,34828,2015-09-03T23:39:26Z,2025-08-22T16:51:21Z,Java,137,1224,8408,0.87,1661,9.97,0
fengdu78/Coursera-ML-AndrewNg-Notes,fengdu78,Coursera-ML-AndrewNg-Notes,34814,2017-11-04T10:04:08Z,2025-08-22T16:14:41Z,HTML,0,53,15,0.22,13,7.8,0
doocs/leetcode,doocs,leetcode,34796,2018-09-16T14:03:03Z,2025-08-22T12:58:15Z,Java,21,0,56,1.0,4094,6.93,0
reworkd/AgentGPT,reworkd,AgentGPT,34788,2023-04-07T02:29:19Z,2025-08-22T13:16:00Z,TypeScript,12,130,337,0.72,539,2.38,0
mudler/LocalAI,mudler,LocalAI,34774,2023-03-18T22:58:02Z,2025-08-22T16:57:19Z,Go,83,370,713,0.66,3920,2.43,0
microsoft/ai-agents-for-beginners,microsoft,ai-agents-for-beginners,34763,2024-11-28T10:42:52Z,2025-08-22T16:47:58Z,Jupyter Notebook,0,9,58,0.87,149,0.73,0
yeongpin/cursor-free-vip,yeongpin,cursor-free-vip,34725,2025-01-11T08:14:22Z,2025-08-22T16:45:49Z,Python,69,554,473,0.46,74,0.61,0
outline/outline,outline,outline,34677,2016-05-22T21:31:47Z,2025-08-22T17:11:08Z,TypeScript,147,94,3401,0.97,3339,9.25,0
ghostty-org/ghostty,ghostty-org,ghostty,34594,2022-03-29T17:38:26Z,2025-08-22T17:06:01Z,Zig,1,141,1637,0.92,2613,3.4,0
charmbracelet/bubbletea,charmbracelet,bubbletea,34568,2020-01-10T21:04:03Z,2025-08-22T16:58:58Z,Go,62,73,295,0.8,628,5.61,0
sorrycc/awesome-javascript,sorrycc,awesome-javascript,34507,2014-07-01T15:59:02Z,2025-08-22T12:35:37Z,Unknown,0,5,88,0.95,393,11.14,0
BVLC/caffe,BVLC,caffe,34496,2013-09-12T18:39:48Z,2025-08-21T21:35:39Z,C++,14,899,3902,0.81,1087,11.94,0
chenfei-wu/TaskMatrix,chenfei-wu,TaskMatrix,34414,2023-03-02T09:04:28Z,2025-08-21T03:17:55Z,Python,0,221,136,0.38,21,2.48,1
fastify/fastify,fastify,fastify,34400,2016-09-28T19:10:14Z,2025-08-22T11:12:10Z,JavaScript,298,77,2014,0.96,3135,8.9,0
nodejs/node-v0.x-archive,nodejs,node-v0.x-archive,34381,2009-05-27T16:29:46Z,2025-08-22T08:15:52Z,Unknown,0,0,6379,1.0,218,16.24,0
netty/netty,netty,netty,34349,2010-11-09T09:22:21Z,2025-08-22T16:16:09Z,Java,0,611,6102,0.91,4432,14.78,0
fxsjy/jieba,fxsjy,jieba,34341,2012-09-29T07:52:01Z,2025-08-22T07:26:24Z,Python,9,637,229,0.26,96,12.9,0
roboflow/supervision,roboflow,supervision,34318,2022-11-28T14:08:44Z,2025-08-22T15:08:49Z,Python,33,74,415,0.85,967,2.73,0
jaredpalmer/formik,jaredpalmer,formik,34284,2017-06-14T19:50:59Z,2025-08-21T22:55:16Z,TypeScript,196,702,1558,0.69,829,8.19,0
huiyadanli/RevokeMsgPatcher,huiyadanli,RevokeMsgPatcher,34252,2019-07-21T15:12:52Z,2025-08-22T16:39:14Z,C#,21,59,834,0.93,11,6.09,0
xitu/gold-miner,xitu,gold-miner,34244,2015-11-04T03:29:13Z,2025-08-22T02:38:18Z,Unknown,0,9,5592,1.0,3563,9.8,0
karpathy/LLM101n,karpathy,LLM101n,34238,2024-05-27T00:23:38Z,2025-08-22T17:01:47Z,Unknown,0,0,0,0.0,0,1.24,0
geekan/HowToLiveLonger,geekan,HowToLiveLonger,34207,2022-04-16T04:15:18Z,2025-08-22T16:21:31Z,Unknown,0,35,103,0.75,14,3.35,0
ManimCommunity/manim,ManimCommunity,manim,34165,2020-05-19T02:37:13Z,2025-08-22T13:40:34Z,Python,29,374,1307,0.78,1926,5.26,0
zenorocha/clipboard.js,zenorocha,clipboard.js,34159,2015-09-18T23:04:55Z,2025-08-22T15:43:33Z,JavaScript,42,11,618,0.98,117,9.92,0
portainer/portainer,portainer,portainer,34137,2016-05-19T20:15:28Z,2025-08-22T16:34:48Z,TypeScript,162,616,5281,0.9,4777,9.26,0
myshell-ai/OpenVoice,myshell-ai,OpenVoice,34121,2023-11-29T12:17:01Z,2025-08-22T16:45:47Z,Python,0,249,67,0.21,17,1.73,0
llvm/llvm-project,llvm,llvm-project,34101,2016-12-07T09:39:33Z,2025-08-22T17:14:55Z,LLVM,136,26316,60206,0.7,55740,8.71,0
solidjs/solid,solidjs,solid,34094,2018-04-24T16:36:27Z,2025-08-22T15:31:27Z,TypeScript,35,100,996,0.91,385,7.33,0
testerSunshine/12306,testerSunshine,12306,34049,2017-05-17T12:23:40Z,2025-08-22T13:37:53Z,Python,1,225,466,0.67,31,8.27,0
jaywcjlove/linux-command,jaywcjlove,linux-command,34036,2016-11-12T15:44:26Z,2025-08-22T08:58:55Z,Markdown,31,74,133,0.64,356,8.77,0
atlassian/react-beautiful-dnd,atlassian,react-beautiful-dnd,34031,2017-08-09T03:37:15Z,2025-08-22T02:52:31Z,JavaScript,68,572,1045,0.65,530,8.04,0
typicode/husky,typicode,husky,34017,2014-06-23T12:14:21Z,2025-08-22T16:00:44Z,JavaScript,80,72,1016,0.93,262,11.16,0
laravel/framework,laravel,framework,33989,2013-01-10T21:27:28Z,2025-08-22T16:23:42Z,PHP,855,43,18828,1.0,16634,12.61,0
python-poetry/poetry,python-poetry,poetry,33870,2018-02-28T15:23:47Z,2025-08-22T16:07:11Z,Python,142,519,5713,0.92,2331,7.48,0
xkcoding/spring-boot-demo,xkcoding,spring-boot-demo,33849,2017-11-10T06:27:29Z,2025-08-22T10:27:35Z,Java,0,100,73,0.42,15,7.78,0
anoma/anoma,anoma,anoma,33799,2021-02-02T10:00:16Z,2025-08-22T17:09:48Z,Elixir,10,121,578,0.83,856,4.55,0
geekcomputers/Python,geekcomputers,Python,33774,2011-11-30T09:04:08Z,2025-08-22T13:24:16Z,Python,0,337,149,0.31,1852,13.73,0
zsh-users/zsh-autosuggestions,zsh-users,zsh-autosuggestions,33660,2013-10-26T16:09:37Z,2025-08-22T15:24:26Z,Shell,0,154,458,0.75,116,11.82,0
shadowsocks/shadowsocks,shadowsocks,shadowsocks,33648,2012-04-20T13:10:49Z,2025-08-22T13:40:27Z,Python,2,0,0,0.0,70,13.34,0
halfrost/LeetCode-Go,halfrost,LeetCode-Go,33642,2017-07-18T00:06:14Z,2025-08-22T14:53:09Z,Go,4,16,64,0.8,178,8.1,0
Blankj/AndroidUtilCode,Blankj,AndroidUtilCode,33620,2016-07-30T18:18:32Z,2025-08-22T11:12:12Z,Java,117,309,1280,0.81,88,9.06,0
alibaba/easyexcel,alibaba,easyexcel,33587,2018-02-06T03:14:08Z,2025-08-22T09:25:49Z,Java,14,488,3131,0.87,190,7.54,0
AFNetworking/AFNetworking,AFNetworking,AFNetworking,33534,2011-05-31T21:28:44Z,2025-08-21T11:07:31Z,Objective-C,40,0,0,0.0,710,14.23,1
zxing/zxing,zxing,zxing,33533,2011-10-12T14:07:27Z,2025-08-22T14:45:26Z,Java,31,10,1314,0.99,318,13.86,0
TheAlgorithms/JavaScript,TheAlgorithms,JavaScript,33529,2017-07-13T06:12:33Z,2025-08-22T17:19:29Z,JavaScript,0,9,200,0.96,795,8.11,0
deepseek-ai/awesome-deepseek-integration,deepseek-ai,awesome-deepseek-integration,33472,2024-01-11T02:43:17Z,2025-08-22T15:04:16Z,Unknown,0,88,39,0.31,230,1.61,0
mattermost/mattermost,mattermost,mattermost,33439,2015-06-15T06:50:02Z,2025-08-22T16:53:37Z,TypeScript,847,667,8380,0.93,19268,10.19,0
ShareX/ShareX,ShareX,ShareX,33439,2013-10-08T23:32:10Z,2025-08-22T16:53:50Z,C#,83,512,6369,0.93,751,11.87,0
aseprite/aseprite,aseprite,aseprite,33436,2014-08-19T23:44:50Z,2025-08-22T14:11:33Z,C++,117,1789,2498,0.58,406,11.01,0
veggiemonk/awesome-docker,veggiemonk,awesome-docker,33407,2014-09-21T17:01:48Z,2025-08-22T16:58:29Z,Unknown,1,3,127,0.98,939,10.92,0
